isMonday,isTuesday,isWednesday,isThursday,isFriday,Date,High,Low,Close,Volume
1,0,0,0,0,09/14/2018,2.94,2.81,2.9,1692900
1,0,0,0,0,09/13/2018,2.97,2.86,2.87,1691000
1,0,0,0,0,09/12/2018,3.05,2.85,2.93,1690800
1,0,0,0,0,09/11/2018,2.89,2.74,2.81,1680400
1,0,0,0,0,09/10/2018,2.95,2.79,2.85,1678000
1,0,0,0,0,09/07/2018,2.94,2.88,2.92,1652000
1,0,0,0,0,09/06/2018,3.03,2.86,2.9,1650000
1,0,0,0,0,09/05/2018,3.22,2.95,2.97,1640000
1,0,0,0,0,09/04/2018,3.21,3.09,3.16,1639000
1,0,0,0,0,09/03/2018,3.17,3.07,3.12,1635000
1,0,0,0,0,08/31/2018,3.21,3.07,3.07,1634800
1,0,0,0,0,08/30/2018,3.15,3.06,3.13,1632000
1,0,0,0,0,08/29/2018,3.27,3.04,3.07,1622000
1,0,0,0,0,08/28/2018,3.21,3.02,3.17,1619000
1,0,0,0,0,08/24/2018,3.05,2.94,3.03,1594000
1,0,0,0,0,08/23/2018,3.05,2.9,3,1532200
1,0,0,0,0,08/22/2018,3.04,2.87,2.98,1526000
1,0,0,0,0,08/20/2018,3.1,2.9,2.92,1514000
1,0,0,0,0,08/10/2018,3.15,2.98,3.02,1383900
1,0,0,0,0,08/09/2018,3.36,2.98,3.08,1379300
1,0,0,0,0,08/08/2018,3.45,3.25,3.3,1379000
1,0,0,0,0,08/07/2018,3.5,3.21,3.34,1378000
1,0,0,0,0,08/06/2018,3.64,3.32,3.32,1376000
1,0,0,0,0,08/03/2018,3.61,3.26,3.54,1351000
1,0,0,0,0,08/02/2018,3.37,2.97,3.35,1329000
1,0,0,0,0,08/01/2018,3.04,2.92,3,1323000
1,0,0,0,0,07/31/2018,3.15,2.91,3,1322800
1,0,0,0,0,07/30/2018,3.13,2.88,3.06,1312300
1,0,0,0,0,07/27/2018,3.06,2.96,3,1312000
1,0,0,0,0,07/26/2018,3.07,2.76,3.05,1290800
1,0,0,0,0,07/25/2018,2.91,2.77,2.77,1267000
1,0,0,0,0,07/24/2018,2.96,2.84,2.91,1262000
1,0,0,0,0,07/23/2018,3.07,2.82,2.9,1254000
1,0,0,0,0,07/20/2018,3,2.72,2.91,1244100
1,0,0,0,0,07/19/2018,2.82,2.72,2.8,1229300
1,0,0,0,0,07/18/2018,2.9,2.77,2.83,1227600
1,0,0,0,0,07/17/2018,2.94,2.79,2.89,1227000
1,0,0,0,0,07/16/2018,2.88,2.7,2.79,1191100
1,0,0,0,0,07/13/2018,2.82,2.65,2.75,1166100
1,0,0,0,0,07/12/2018,2.88,2.65,2.7,1148000
1,0,0,0,0,07/11/2018,3.02,2.77,2.79,1125500
1,0,0,0,0,07/10/2018,3.08,2.84,2.94,1124900
1,0,0,0,0,07/09/2018,2.93,2.6,2.92,1116000
1,0,0,0,0,07/06/2018,2.95,2.57,2.62,1100400
1,0,0,0,0,07/05/2018,3.04,2.77,2.92,1098100
1,0,0,0,0,07/04/2018,3.29,2.9,2.99,1098000
1,0,0,0,0,07/03/2018,3.37,3.11,3.18,1075900
1,0,0,0,0,07/02/2018,3.48,3.08,3.2,1070300
1,0,0,0,0,06/29/2018,3.3,2.62,3.3,1010600
1,0,0,0,0,06/28/2018,2.76,2.42,2.57,978000
1,0,0,0,0,06/27/2018,2.63,2.35,2.4,967000
1,0,0,0,0,06/26/2018,2.9,2.46,2.48,938800
1,0,0,0,0,06/25/2018,3.45,2.26,2.62,898000
1,0,0,0,0,06/22/2018,2.37,1.98,2.36,891000
1,0,0,0,0,06/21/2018,2.14,1.94,2.08,878800
1,0,0,0,0,06/20/2018,2.2,1.88,2.1,828000
1,0,0,0,0,06/19/2018,1.99,1.68,1.98,816000
1,0,0,0,0,06/18/2018,1.86,1.7,1.75,814600
1,0,0,0,0,06/14/2018,1.87,1.68,1.87,790000
1,0,0,0,0,06/13/2018,1.78,1.6,1.77,778000
1,0,0,0,0,06/11/2018,1.75,1.5,1.73,724900
1,0,0,0,0,06/08/2018,1.73,1.41,1.62,691000
1,0,0,0,0,06/07/2018,1.4,1.4,1.4,643000
1,0,0,0,0,06/06/2018,1.4,1.37,1.4,619000
1,0,0,0,0,06/05/2018,1.36,1.35,1.35,330000
1,0,0,0,0,06/04/2018,1.38,1.36,1.38,312000
1,0,0,0,0,06/01/2018,1.41,1.35,1.41,247000
1,0,0,0,0,05/30/2018,1.4,1.35,1.39,210000
1,0,0,0,0,05/28/2018,1.41,1.36,1.41,153000
1,0,0,0,0,05/25/2018,1.41,1.36,1.36,124000
1,0,0,0,0,05/24/2018,1.37,1.36,1.37,118000
1,0,0,0,0,05/23/2018,1.38,1.37,1.38,112000
1,0,0,0,0,05/22/2018,1.38,1.38,1.38,70000
1,0,0,0,0,05/21/2018,1.41,1.38,1.41,63000
1,0,0,0,0,05/18/2018,1.39,1.38,1.38,42000
1,0,0,0,0,05/17/2018,1.4,1.38,1.4,22000
1,0,0,0,0,05/16/2018,1.39,1.38,1.38,20000
1,0,0,0,0,05/15/2018,1.42,1.39,1.39,8000
